"SIU";"LINHA";"SUBLINHA";"PC";" Endereço do Ponto";" Nº Imóvel";"Seq";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";" Total geral ";"Latitude.WGS84";"Longitude.WGS84";"X";"Y";"NA";"NA"
"20866";"4501";"1";"1";"JACUI, RUA";"2856";56;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.8883168250256";"-43.9358341348627";"611400.57";"7800525.51";3;"4501-20866"
"20868";"4501";"1";"1";"JACUI, RUA";"3076";57;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;2;0;1;0;1;0;0;0;0;8;"-19.8862888048721";"-43.9357926635617";"611406.33";"7800749.93";8;"4501-20868"
"20872";"4501";"1";"1";"JACUI, RUA";"3704";59;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;6;"-19.881834418986";"-43.9331788763342";"611683.1";"7801241.18";6;"4501-20872"
"20873";"4501";"1";"1";"JACUI, RUA";"3832";60;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;"-19.8804589239983";"-43.9318517621456";"611823.01";"7801392.53";3;"4501-20873"
"20875";"4501";"1";"1";"JACUI, RUA";"3910";61;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;1;1;0;0;0;0;0;6;"-19.8789312393654";"-43.9303556805437";"611980.72";"7801560.61";6;"4501-20875"
"20928";"4501";"1";"1";"JOSE BENTO, RUA";"25";73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.8644934056546";"-43.9146935552204";"613630.82";"7803148.02";1;"4501-20928"
"20929";"4501";"1";"1";"JOSE BENTO, RUA";"93";74;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"-19.8659693223099";"-43.9149975295327";"613597.94";"7802984.88";10;"4501-20929"
"21017";"4501";"1";"1";"LIDIA, RUA";"72";70;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;"-19.8644967752027";"-43.9188749403014";"613192.99";"7803150.46";4;"4501-21017"
"21019";"4501";"1";"1";"LIDIA, RUA";"200";71;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.8643998560299";"-43.9174663552143";"613340.55";"7803160.24";2;"4501-21019"
"21140";"4501";"1";"1";"MOREIRA, RUA";"162";69;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;"-19.8655078549212";"-43.9191871651462";"613159.58";"7803038.77";1;"4501-21140"
"21214";"4501";"1";"1";"PENIDO, RUA";"42";68;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.8666435377949";"-43.919663772062";"613108.87";"7802913.4";2;"4501-21214"
"21237";"4501";"1";"1";"PITANGUI, RUA";"1448";47;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9054312814956";"-43.9340128575419";"611579.25";"7798630.19";1;"4501-21237"
"30253";"4501";"1";"1";"ANEL RODOVIARIO CELSO MELLO AZEVEDO, ROD";"10830";20;0;0;0;0;0;4;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;8;"-19.9217388487451";"-44.0016277147523";"604490.56";"7796868.82";8;"4501-30253"
"30254";"4501";"1";"1";"ANEL RODOVIARIO CELSO MELLO AZEVEDO, ROD";"11430";22;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.9184354948902";"-43.997086928041";"604968.02";"7797231.58";3;"4501-30254"
"32278";"4501";"1";"1";"ANEL RODOVIARIO CELSO MELLO AZEVEDO, ROD";"10410";19;0;0;0;0;3;0;0;7;3;5;0;2;2;0;0;0;0;0;1;0;1;0;0;0;24;"-19.924112798227";"-44.0047043185355";"604166.98";"7796608";24;"4501-32278"
"32279";"4501";"1";"1";"ANEL RODOVIARIO CELSO MELLO AZEVEDO, ROD";"11060";21;0;0;0;0;2;1;6;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;"-19.9204830301915";"-43.9998854278847";"604673.75";"7797006.72";12;"4501-32279"
"40115";"4501";"1";"1";"DAS CLARINETAS, RUA";"115";16;0;0;0;0;2;4;0;2;0;2;0;6;0;1;0;0;0;0;1;0;0;0;0;0;18;"-19.9245065538878";"-44.0067683120376";"603950.69";"7796565.7";18;"4501-40115"
"40117";"4501";"1";"1";"DAS CLARINETAS, RUA";"219";15;0;0;0;0;0;0;0;4;0;2;0;0;2;0;0;0;0;0;1;0;0;0;0;0;9;"-19.925123356037";"-44.0084718811477";"603771.98";"7796498.49";9;"4501-40117"
"40130";"4501";"1";"1";"ANEL RODOVIARIO CELSO MELLO AZEVEDO, ROD";"10121";17;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;9;"-19.92616201371469";"-44.00627674960209";"604001.06";"7796382.18";9;"4501-40130"
"40135";"4501";"1";"1";"ANEL RODOVIARIO CELSO MELLO AZEVEDO, ROD";"11950";23;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;9;"-19.9147260586366";"-43.9936316962477";"605332.15";"7797639.95";9;"4501-40135"
"40547";"4501";"1";"1";"OLINTO MAGALHAES, RUA";"65";27;0;0;0;0;0;1;0;0;1;0;1;3;0;0;0;1;1;1;0;0;0;0;0;0;9;"-19.9142129888169";"-43.9813915273796";"606613.72";"7797689.02";9;"4501-40547"
"40549";"4501";"1";"1";"OLINTO MAGALHAES, RUA";"561";26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;"-19.9138112490712";"-43.9862756092677";"606102.75";"7797736.57";1;"4501-40549"
"40550";"4501";"1";"1";"OLINTO MAGALHAES, RUA";"693";25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;7;"-19.9136465989287";"-43.9875093354799";"605973.72";"7797755.57";7;"4501-40550"
"40600";"4501";"1";"1";"PARA DE MINAS, RUA";"1005";24;0;0;0;0;0;0;0;2;1;0;1;1;0;3;1;4;0;4;4;1;0;0;0;0;22;"-19.91401865558138";"-43.99100291275836";"605607.78";"7797716.59";22;"4501-40600"
"40668";"4501";"1";"1";"RIO POMBA, RUA";"77";34;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;2;1;0;0;0;0;0;7;"-19.9125401069422";"-43.9663391396923";"608190.46";"7797864.55";7;"4501-40668"
"40669";"4501";"1";"1";"RIO POMBA, RUA";"269";33;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;5;"-19.9129367171994";"-43.9680411628969";"608012.03";"7797821.75";5;"4501-40669"
"40670";"4501";"1";"1";"RIO POMBA, RUA";"559";32;0;0;0;0;0;0;0;2;0;0;0;2;0;1;1;0;0;1;0;0;0;0;0;0;7;"-19.9137144176355";"-43.9709885898711";"607702.98";"7797737.57";7;"4501-40670"
"40671";"4501";"1";"1";"RIO POMBA, RUA";"791";31;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;"-19.9139038594521";"-43.9728892544804";"607503.9";"7797717.82";1;"4501-40671"
"40672";"4501";"1";"1";"RIO POMBA, RUA";"985";30;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;"-19.9138056993122";"-43.9746372994803";"607320.99";"7797729.8";3;"4501-40672"
"40673";"4501";"1";"1";"RIO POMBA, RUA";"1241";29;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;8;"-19.9137343323939";"-43.977103299465";"607062.91";"7797739.27";8;"4501-40673"
"40674";"4501";"1";"1";"RIO POMBA, RUA";"1441";28;0;0;0;0;0;1;2;2;1;0;0;4;2;1;0;0;0;3;3;1;0;0;0;0;20;"-19.9136757313293";"-43.9790444486258";"606859.76";"7797746.99";20;"4501-40674"
"40836";"4501";"1";"1";"TRES PONTAS, RUA";"71";39;0;0;0;0;0;0;2;2;2;0;0;1;0;0;1;2;0;10;0;0;0;0;0;0;20;"-19.912358376372";"-43.9555553393808";"609319.39";"7797877.69";20;"4501-40836"
"40838";"4501";"1";"1";"TRES PONTAS, RUA";"383";38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;"-19.911589251933";"-43.9583729522959";"609024.98";"7797964.64";1;"4501-40838"
"40839";"4501";"1";"1";"TRES PONTAS, RUA";"557";37;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;6;"-19.9111486680625";"-43.9599777172566";"608857.3";"7798014.44";6;"4501-40839"
"40840";"4501";"1";"1";"TRES PONTAS, RUA";"819";36;0;0;0;0;0;1;2;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;7;"-19.9109588212431";"-43.9624671829838";"608596.84";"7798037.06";7;"4501-40840"
"40841";"4501";"1";"1";"TRES PONTAS, RUA";"1039";35;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;6;"-19.9114167502789";"-43.9643900317648";"608395.25";"7797987.62";6;"4501-40841"
"40991";"4501";"1";"1";"CORONEL ANTONIO SIA, RUA";"128";7;0;0;0;0;6;8;0;2;5;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29;"-19.922701864735";"-44.0105794050592";"603552.97";"7796767.78";29;"4501-40991"
"40994";"4501";"1";"1";"CELIO CAUTIERO, RUA";"234";5;0;0;0;0;0;1;2;1;2;0;3;2;2;0;1;0;0;0;0;0;0;0;0;0;14;"-19.9230939945503";"-44.012932417607";"603306.43";"7796725.83";14;"4501-40994"
"40997";"4501";"1";"1";"MARCELO COIMBRA TAVARES, RUA";"208";6;0;0;0;0;0;4;6;7;1;2;0;2;0;1;1;0;0;0;0;0;0;0;0;0;24;"-19.9238175797519";"-44.0117781874087";"603426.77";"7796645.04";24;"4501-40997"
"40999";"4501";"1";"1";"JOAQUIM ASSIS RIBEIRO, RUA";"60";4;0;0;0;0;2;3;2;1;4;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;16;"-19.9211378730752";"-44.0127095333129";"603331.03";"7796942.18";16;"4501-40999"
"41085";"4501";"1";"1";"DOS VIOLINOS, RUA";"123";14;0;0;0;0;2;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;"-19.9241572835938";"-44.0085579691035";"603763.6";"7796605.46";7;"4501-41085"
"41087";"4501";"1";"1";"DOS VIOLINOS, RUA";"293";13;0;0;0;0;0;0;0;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;7;"-19.9227926200739";"-44.0078783982093";"603835.62";"7796756.07";7;"4501-41087"
"41088";"4501";"1";"1";"DOS VIOLINOS, RUA";"340";9;0;0;0;0;0;8;0;2;1;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;17;"-19.9223992194263";"-44.007703053036";"603854.23";"7796799.5";17;"4501-41088"
"41089";"4501";"1";"1";"DOS VIOLINOS, RUA";"540";10;0;0;0;0;2;6;4;3;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;21;"-19.9213249496188";"-44.0064067928207";"603990.61";"7796917.59";21;"4501-41089"
"41090";"4501";"1";"1";"DOS VIOLINOS, RUA";"547";12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9212433557569";"-44.0063742460808";"603994.07";"7796926.6";2;"4501-41090"
"41118";"4501";"1";"1";"PATRICIO BARBOSA, RUA";"27";3;0;0;0;0;0;2;4;4;8;0;1;3;4;0;4;1;0;0;3;0;0;0;0;0;34;"-19.9196514059183";"-44.0129217804337";"603309.78";"7797106.82";34;"4501-41118"
"41119";"4501";"1";"1";"PATRICIO BARBOSA, RUA";"123";2;0;0;0;0;0;1;6;0;2;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15;"-19.9197222397254";"-44.0120258596595";"603403.51";"7797098.43";15;"4501-41119"
"41120";"4501";"1";"1";"PATRICIO BARBOSA, RUA";"231";1;0;0;0;0;0;4;4;15;4;3;4;7;0;0;3;3;1;0;1;0;0;0;0;0;49;"-19.9198174461238";"-44.0110777183003";"603502.69";"7797087.31";49;"4501-41120"
"41124";"4501";"1";"1";"DAS CASTANHOLAS, AVE";"80";8;0;0;0;0;0;9;9;5;5;0;3;3;4;0;1;4;1;0;1;0;0;0;0;0;45;"-19.9227502488587";"-44.0094837363455";"603667.62";"7796761.75";45;"4501-41124"
"41214";"4501";"1";"1";"DOS CAVAQUINHOS, RUA";"19";11;0;0;0;0;2;7;2;8;0;0;0;4;2;0;1;0;3;0;0;0;0;0;0;0;29;"-19.9201896864054";"-44.0063720399457";"603994.99";"7797043.21";29;"4501-41214"
"90131";"4501";"1";"1";"DOS ANDRADAS, AVE";"235";46;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;4;"-19.9172054184846";"-43.9343673173979";"611533.89";"7797327.34";4;"4501-90131"
"90135";"4501";"1";"1";"DOS ANDRADAS, AVE";"397";45;0;0;0;0;0;0;0;3;2;0;1;1;0;4;1;4;0;2;4;0;4;0;0;0;26;"-19.91850217240102";"-43.93475840861529";"611492.04";"7797184.08";26;"4501-90135"
"90223";"4501";"1";"1";"BIAS FORTES, AVE";"1655";40;0;0;0;0;0;1;0;2;2;0;0;0;0;0;3;0;0;6;0;1;0;0;0;0;15;"-19.9201467657871";"-43.94689690390037";"610220.33";"7797010.07";15;"4501-90223"
"90695";"4501";"1";"1";"SANTA CATARINA, RUA";"201";42;0;0;0;0;0;0;2;1;2;0;1;6;2;1;4;3;4;7;1;1;0;0;0;0;35;"-19.92238017569681";"-43.9436062973209";"610563.21";"7796760.73";35;"4501-90695"
"90771";"4501";"1";"1";"DOS TUPINAMBAS, RUA";"227";44;0;0;0;0;0;1;0;0;4;0;0;4;0;1;6;11;0;6;5;2;5;0;0;0;45;"-19.9183882674905";"-43.93642426192522";"611317.75";"7797197.79";45;"4501-90771"
"10621";"4501";"1";"2";"JACUI, RUA";"2419";20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;"-19.892204974231";"-43.9363238720997";"611346.58";"7800095.52";3;"4501-10621"
"20004";"4501";"1";"2";"ABAIBA, RUA";"241";12;0;0;0;0;0;1;0;0;2;0;0;2;0;5;3;0;0;0;0;3;0;0;0;0;16;"-19.8685601104722";"-43.926561001095";"612385.33";"7802705.9";16;"4501-20004"
"20098";"4501";"1";"2";"PADRE JOSE ALVES, RUA";"181";11;0;0;0;0;0;0;6;3;2;3;2;2;0;0;0;1;0;1;0;2;0;0;0;0;22;"-19.8673782118938";"-43.9259544771265";"612449.67";"7802836.3";22;"4501-20098"
"20100";"4501";"1";"2";"PADRE JOSE ALVES, RUA";"357";10;0;0;0;0;0;1;7;2;0;3;3;0;3;0;0;2;2;1;0;0;1;0;0;0;25;"-19.8670406897679";"-43.9245842515346";"612593.38";"7802872.74";25;"4501-20100"
"20103";"4501";"1";"2";"PADRE JOSE ALVES, RUA";"465";9;0;0;0;0;0;2;2;4;2;3;0;3;0;1;0;0;2;0;0;0;0;0;0;0;19;"-19.8667179120936";"-43.9232633084634";"612731.92";"7802907.58";19;"4501-20103"
"20104";"4501";"1";"2";"PADRE JOSE ALVES, RUA";"625";8;0;0;0;0;0;1;5;3;0;5;2;6;0;0;0;0;1;1;2;0;0;0;0;0;26;"-19.8669933150472";"-43.9216492354505";"612900.73";"7802876.02";26;"4501-20104"
"20306";"4501";"1";"2";"DO CONTORNO, AVE";"1341";30;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;5;5;0;3;0;0;0;0;23;"-19.91337139374621";"-43.93136601604866";"611850.74";"7797749.67";23;"4501-20306"
"20329";"4501";"1";"2";"COSTA, RUA";"415";3;0;0;0;0;0;5;4;6;0;0;0;3;0;0;0;4;2;0;0;0;0;0;0;0;24;"-19.8660104180558";"-43.9163312482184";"613458.26";"7802981.23";24;"4501-20329"
"20847";"4501";"1";"2";"JACUI, RUA";"237";28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;"-19.9105928025402";"-43.9324212215166";"611742.24";"7798057.89";2;"4501-20847"
"20848";"4501";"1";"2";"JACUI, RUA";"479";27;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;6;"-19.9089445962944";"-43.932371809128";"611748.57";"7798240.27";6;"4501-20848"
"20850";"4501";"1";"2";"JACUI, RUA";"761";26;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;4;1;0;0;0;0;0;0;10;"-19.9064960321471";"-43.9322947134212";"611758.36";"7798511.21";10;"4501-20850"
"20853";"4501";"1";"2";"JACUI, RUA";"1169";25;0;0;0;0;0;2;3;1;0;8;2;1;4;0;4;3;5;3;7;2;2;0;0;0;47;"-19.9026418123058";"-43.9330027207117";"611686.95";"7798938.24";47;"4501-20853"
"20856";"4501";"1";"2";"JACUI, RUA";"1467";24;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;4;0;0;0;0;1;0;0;0;12;"-19.900224809912";"-43.933865079552";"611598.37";"7799206.31";12;"4501-20856"
"20858";"4501";"1";"2";"JACUI, RUA";"1839";23;0;0;0;0;0;2;10;1;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;19;"-19.8969189192191";"-43.9350662545563";"611474.94";"7799572.98";19;"4501-20858"
"20859";"4501";"1";"2";"JACUI, RUA";"2029";22;0;0;0;0;0;2;1;0;0;1;3;0;0;2;0;0;0;1;0;0;1;0;0;0;11;"-19.8956832526287";"-43.9359948742381";"611378.59";"7799710.35";11;"4501-20859"
"20862";"4501";"1";"2";"JACUI, RUA";"2227";21;0;0;0;0;0;1;0;3;0;3;0;0;0;0;0;0;0;0;2;0;1;0;0;0;10;"-19.8939988134157";"-43.9363692043756";"611340.58";"7799897.02";10;"4501-20862"
"20865";"4501";"1";"2";"JACUI, RUA";"2811";19;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;1;1;0;0;2;0;0;0;0;9;"-19.8890427667643";"-43.936064355752";"611375.96";"7800445.32";9;"4501-20865"
"20867";"4501";"1";"2";"JACUI, RUA";"3065";18;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;5;1;0;0;0;0;0;0;0;12;"-19.8864709757778";"-43.935885530638";"611396.48";"7800729.83";12;"4501-20867"
"20869";"4501";"1";"2";"JACUI, RUA";"3389";17;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;12;"-19.8836281678326";"-43.9350806997417";"611482.73";"7801043.92";12;"4501-20869"
"20871";"4501";"1";"2";"JACUI, RUA";"3641";16;0;0;0;0;0;1;2;2;0;0;0;0;0;3;0;0;3;1;0;0;0;0;0;0;12;"-19.8821760319787";"-43.9336576934998";"611632.73";"7801203.69";12;"4501-20871"
"20874";"4501";"1";"2";"JACUI, RUA";"3837";15;0;0;0;0;0;1;1;1;0;3;0;1;0;0;0;4;0;1;0;0;0;0;0;0;12;"-19.8803527172313";"-43.9319357611727";"611814.29";"7801404.34";12;"4501-20874"
"20876";"4501";"1";"2";"JACUI, RUA";"3923";14;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;3;3;0;2;2;0;0;0;15;"-19.8796184197973";"-43.9312172708546";"611890.03";"7801485.13";15;"4501-20876"
"20929";"4501";"1";"2";"JOSE BENTO, RUA";"93";1;0;0;0;0;0;9;9;18;4;2;0;3;3;6;0;1;0;1;0;0;0;0;0;0;56;"-19.8659693223099";"-43.9149975295327";"613597.94";"7802984.88";56;"4501-20929"
"21018";"4501";"1";"2";"LIDIA, RUA";"125";5;0;0;0;0;0;1;3;0;0;0;0;1;1;2;1;0;2;0;0;0;0;0;0;0;11;"-19.8643779283752";"-43.9181406593993";"613269.96";"7803163.12";11;"4501-21018"
"21020";"4501";"1";"2";"LIDIA, RUA";"277";4;0;0;0;0;0;2;5;3;4;3;0;6;0;3;0;0;0;3;0;0;2;0;0;0;31;"-19.8642657599665";"-43.9166472775803";"613426.41";"7803174.53";31;"4501-21020"
"21139";"4501";"1";"2";"MOREIRA, RUA";"155";7;0;0;0;0;0;3;22;7;2;8;8;1;1;3;0;2;7;3;0;0;6;0;0;0;73;"-19.8656224737229";"-43.919254578154";"613152.44";"7803026.13";73;"4501-21139"
"21260";"4501";"1";"2";"POUSO ALEGRE, RUA";"884";29;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;7;"-19.9118570967615";"-43.9310882858224";"611880.88";"7797917.08";7;"4501-21260"
"21295";"4501";"1";"2";"RITA, RUA";"60";2;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;"-19.866862414126";"-43.9160094354395";"613491.35";"7802886.72";6;"4501-21295"
"22672";"4501";"1";"2";"CRISTIANO MACHADO, AVE";"4025";13;0;0;0;0;0;4;2;3;4;5;0;3;4;5;1;2;2;9;2;4;2;0;0;0;52;"-19.87569773725845";"-43.92869065093352";"612157.32";"7801917.37";52;"4501-22672"
"40062";"4501";"1";"2";"ANDRELANDIA, RUA";"95";56;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;5;"-19.913517950784";"-44.0021729414006";"604438.89";"7797778.98";5;"4501-40062"
"40114";"4501";"1";"2";"DAS CLARINETAS, RUA";"36";59;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;0;0;2;0;0;0;8;"-19.9241572352181";"-44.0061383000334";"604016.86";"7796603.97";8;"4501-40114"
"40116";"4501";"1";"2";"DAS CLARINETAS, RUA";"218";60;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9249110276277";"-44.0082147658272";"603799.03";"7796521.83";2;"4501-40116"
"40131";"4501";"1";"2";"ANEL RODOVIARIO CELSO MELLO AZEVEDO, ROD";"10371";58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;4;"-19.92410187221231";"-44.00538839086481";"604095.39";"7796609.63";4;"4501-40131"
"40132";"4501";"1";"2";"ANEL RODOVIARIO CELSO MELLO AZEVEDO, ROD";"10871";57;0;0;0;0;0;0;2;0;0;0;0;0;0;1;3;1;2;1;3;0;0;0;0;0;13;"-19.9211145319642";"-44.0016208384242";"604491.69";"7796937.91";13;"4501-40132"
"40574";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"140";36;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;7;"-19.9146780298703";"-43.9555444094329";"609318.94";"7797620.96";7;"4501-40574"
"40575";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"312";37;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;4;"-19.9143064550677";"-43.9570635441413";"609160.18";"7797663.07";4;"4501-40575"
"40576";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"480";38;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9135299010078";"-43.9584766063123";"609012.8";"7797749.93";1;"4501-40576"
"40577";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"752";39;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;5;"-19.9123474981382";"-43.9602989911251";"608822.85";"7797881.97";5;"4501-40577"
"40578";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"920";40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.9115466044769";"-43.9620669865417";"608638.33";"7797971.75";1;"4501-40578"
"40579";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"1116";41;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9117457143054";"-43.9637343529038";"608463.66";"7797950.79";1;"4501-40579"
"40580";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"1286";42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;"-19.9123071599294";"-43.9652345737749";"608306.24";"7797889.62";2;"4501-40580"
"40581";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"1632";43;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;3;0;0;0;0;0;0;7;"-19.9139423997686";"-43.9680279520239";"608012.73";"7797710.44";7;"4501-40581"
"40582";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"1984";44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;"-19.9151035349576";"-43.9711715335441";"607682.89";"7797583.95";2;"4501-40582"
"40583";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"2390";45;0;0;0;0;0;0;4;0;0;2;2;2;1;6;0;6;1;1;0;0;1;0;0;0;26;"-19.9149937080663";"-43.9751699862927";"607264.43";"7797598.66";26;"4501-40583"
"40584";"4501";"1";"2";"PADRE EUSTAQUIO, RUA";"2636";46;0;0;0;0;0;0;3;0;0;0;2;5;0;0;1;0;1;1;0;0;0;0;0;0;13;"-19.9149286589733";"-43.977368753651";"607034.32";"7797607.26";13;"4501-40584"
"40594";"4501";"1";"2";"PARA DE MINAS, RUA";"96";47;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;"-19.9148504556394";"-43.9817069138137";"606580.28";"7797618.67";4;"4501-40594"
"40595";"4501";"1";"2";"PARA DE MINAS, RUA";"280";48;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;5;"-19.9148133578645";"-43.9837987890904";"606361.34";"7797624.1";5;"4501-40595"
"40596";"4501";"1";"2";"PARA DE MINAS, RUA";"518";49;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.91451053546726";"-43.98604241061456";"606126.69";"7797659.03";3;"4501-40596"
"40597";"4501";"1";"2";"PARA DE MINAS, RUA";"684";50;0;0;0;0;0;1;0;0;0;3;5;4;4;2;0;8;4;5;3;3;0;0;0;0;42;"-19.91426121854695";"-43.98791016763641";"605931.35";"7797687.8";42;"4501-40597"
"40899";"4501";"1";"2";"IVAI, AVE";"158";52;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;5;"-19.9139194216769";"-43.9948905934918";"605200.9";"7797730.01";5;"4501-40899"
"40901";"4501";"1";"2";"IVAI, AVE";"272";53;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9138781376615";"-43.9967324725843";"605008.13";"7797735.73";1;"4501-40901"
"40905";"4501";"1";"2";"IVAI, AVE";"1070";55;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;10;"-19.9127949116941";"-44.0001619008684";"604649.87";"7797857.75";10;"4501-40905"
"40992";"4501";"1";"2";"CORONEL ANTONIO SIA, RUA";"145";70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.9224025336635";"-44.0105510769568";"603556.13";"7796800.89";1;"4501-40992"
