"SIU";"LINHA";"SUBLINHA";"PC";" Endereço do Ponto";" Nº Imóvel";"Seq";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";" Total geral ";"Latitude.WGS84";"Longitude.WGS84";"X";"Y";"NA";"NA"
"30576";"318";"5";"1";"MARINGA, RUA";"135";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;0;0;0;0;6;"-19.9874203269186";"-44.003321941456";"604270.07";"7789600.74";6;"318-30576"
"30577";"318";"5";"1";"MARINGA, RUA";"405";21;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;4;1;0;0;1;0;10;"-19.985845746798";"-44.0042018917622";"604179.04";"7789775.55";10;"318-30577"
"30675";"318";"5";"1";"GUIA LOBO, RUA";"205";54;0;0;0;0;0;0;2;2;0;0;2;2;0;2;0;0;4;1;0;0;0;0;0;0;15;"-19.9896004978384";"-43.9994003346805";"604678.93";"7789357.01";15;"318-30675"
"30797";"318";"5";"1";"JOSE EDUARDO MOREIRA, RUA";"380";11;0;0;0;0;0;0;1;1;3;0;2;0;2;0;6;1;2;7;23;1;3;3;4;0;59;"-19.9781673021693";"-44.0031683371497";"604292.23";"7790624.71";59;"318-30797"
"30918";"318";"5";"1";"CAETANO PIRRI, RUA";"126";9;0;0;0;0;0;0;2;0;3;0;3;2;5;3;3;9;2;3;7;5;0;3;0;0;50;"-19.9850948169677";"-44.0088184210309";"603696.52";"7789861.52";50;"318-30918"
"30973";"318";"5";"1";"OLINTO MEIRELES, AVE";"321";77;0;0;0;0;2;0;0;0;0;0;0;2;2;2;0;0;0;3;0;0;0;0;0;0;11;"-19.9739243100184";"-44.0130870794862";"603257.18";"7791100.43";11;"318-30973"
"30974";"318";"5";"1";"OLINTO MEIRELES, AVE";"581";76;0;0;0;0;1;1;0;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;8;"-19.9761141476415";"-44.0121522276374";"603353.57";"7790857.5";8;"318-30974"
"30975";"318";"5";"1";"OLINTO MEIRELES, AVE";"592";5;0;0;0;0;0;0;1;0;0;1;0;1;0;2;0;0;0;2;1;0;0;1;0;1;10;"-19.9762337501032";"-44.0123090813103";"603337.08";"7790844.36";10;"318-30975"
"30976";"318";"5";"1";"OLINTO MEIRELES, AVE";"890";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.9787495836516";"-44.0113731264729";"603433.37";"7790565.35";1;"318-30976"
"30977";"318";"5";"1";"OLINTO MEIRELES, AVE";"901";75;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9797445527103";"-44.0107986354677";"603492.83";"7790454.87";2;"318-30977"
"30978";"318";"5";"1";"OLINTO MEIRELES, AVE";"1150";7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"-19.9808558304251";"-44.0106328546317";"603509.45";"7790331.78";2;"318-30978"
"30979";"318";"5";"1";"OLINTO MEIRELES, AVE";"1263";74;0;0;0;0;0;2;0;0;0;0;2;0;0;2;0;1;0;0;0;1;0;0;0;0;8;"-19.9818579882446";"-44.0101489117041";"603559.43";"7790220.57";8;"318-30979"
"30980";"318";"5";"1";"OLINTO MEIRELES, AVE";"1446";8;0;0;0;0;0;1;1;1;0;1;0;3;0;3;0;0;2;3;0;0;0;0;0;0;15;"-19.9837259078858";"-44.0098042558799";"603594.27";"7790013.63";15;"318-30980"
"30981";"318";"5";"1";"OLINTO MEIRELES, AVE";"1495";73;0;0;0;0;0;0;4;3;2;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;13;"-19.9847017139804";"-44.0093266754384";"603643.6";"7789905.34";13;"318-30981"
"30983";"318";"5";"1";"OLINTO MEIRELES, AVE";"2165";72;0;0;0;0;0;1;0;0;0;1;0;4;0;3;0;6;0;0;0;0;0;0;0;0;15;"-19.9866212592738";"-44.0087780969586";"603699.74";"7789692.56";15;"318-30983"
"31087";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2084";49;0;0;0;0;0;3;6;0;2;1;0;3;0;0;0;1;0;0;1;0;0;1;0;0;18;"-19.9887613747913";"-43.9917482768369";"605480.08";"7789445.08";18;"318-31087"
"31088";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2125";29;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;1;3;0;0;0;10;"-19.9892204126601";"-43.9923252380955";"605419.41";"7789394.64";10;"318-31088"
"31089";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2184";50;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"-19.9896029685039";"-43.9933408277086";"605312.9";"7789352.94";4;"318-31089"
"31090";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2209";28;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;"-19.9897011306837";"-43.9936812337615";"605277.22";"7789342.29";3;"318-31090"
"31091";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2315";27;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;4;"-19.9894185794348";"-43.9947949098505";"605160.89";"7789374.26";4;"318-31091"
"31092";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2326";51;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9892605329499";"-43.9948722808965";"605152.9";"7789391.8";2;"318-31092"
"31094";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2470";52;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;"-19.9890172123501";"-43.9960699091807";"605027.76";"7789419.48";3;"318-31094"
"31095";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2564";53;0;0;0;0;0;0;4;0;3;1;0;0;0;2;4;1;2;1;1;0;0;0;0;0;19;"-19.9892396521239";"-43.997407956208";"604887.62";"7789395.7";19;"318-31095"
"31096";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2585";26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;4;0;0;8;"-19.9893539943126";"-43.9976069947807";"604866.72";"7789383.17";8;"318-31096"
"31097";"318";"5";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2745";25;0;0;0;0;0;1;0;0;1;3;0;1;2;2;0;1;1;6;4;0;0;0;0;0;22;"-19.9909484157576";"-43.9991886162452";"604700.19";"7789207.7";22;"318-31097"
"31235";"318";"5";"1";"SINFRONIO BROCHADO, AVE";"91";4;0;0;0;0;0;0;0;1;1;4;0;11;6;8;1;10;12;25;9;9;4;1;1;1;104;"-19.9756042140263";"-44.0134746808975";"603215.53";"7790914.75";104;"318-31235"
"31240";"318";"5";"1";"SINFRONIO BROCHADO, AVE";"555";3;0;0;0;0;0;1;1;4;0;4;2;3;0;3;0;3;6;4;5;3;3;3;0;1;46;"-19.9765056909066";"-44.0176725468573";"602775.71";"7790817.56";46;"318-31240"
"31241";"318";"5";"1";"SINFRONIO BROCHADO, AVE";"773";2;0;0;0;0;0;2;7;0;0;0;0;0;0;2;0;0;1;3;0;2;0;3;0;0;20;"-19.9769689547643";"-44.0198291478307";"602549.76";"7790767.61";20;"318-31241"
"31712";"318";"5";"1";"GILBERTO FREIRE, RUA";"104";35;0;0;0;0;2;3;10;0;0;3;0;0;2;5;0;0;0;0;2;0;0;0;0;0;27;"-19.9908458940236";"-43.9832684772789";"606365.89";"7789209.02";27;"318-31712"
"31713";"318";"5";"1";"GILBERTO FREIRE, RUA";"130";47;0;0;0;0;1;2;5;1;0;0;2;2;2;0;3;0;1;1;0;0;0;1;0;0;21;"-19.9882951514177";"-43.9884991625543";"605820.33";"7789494.63";21;"318-31713"
"31714";"318";"5";"1";"GILBERTO FREIRE, RUA";"800";32;0;0;0;0;0;2;0;0;1;0;0;3;0;2;3;0;2;6;3;2;0;0;0;2;26;"-19.9894975536786";"-43.9873808483928";"605936.54";"7789360.85";26;"318-31714"
"31837";"318";"5";"1";"ALFREDO GUZELHA, RUA";"38";31;0;0;0;0;0;0;0;1;1;0;2;9;0;3;3;1;4;4;3;4;0;0;1;0;36;"-19.9883733520395";"-43.9890610512311";"605761.49";"7789486.33";36;"318-31837"
"31891";"318";"5";"1";"WALDYR SOEIRO EMRICH, AVE";"17";10;0;0;0;0;0;0;7;0;2;0;2;9;3;0;3;16;33;55;20;13;13;1;11;5;193;"-19.9772817198841";"-44.0047458874277";"604127.75";"7790723.7";193;"318-31891"
"31896";"318";"5";"1";"WALDYR SOEIRO EMRICH, AVE";"328";69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;"-19.9827206441214";"-44.0068717591587";"603901.75";"7790123.07";3;"318-31896"
"32083";"318";"5";"1";"EDUARDO CARLOS, RUA";"215";23;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2;7;1;0;1;1;0;0;15;"-19.9897319821477";"-44.0015987106389";"604448.84";"7789343.83";15;"318-32083"
"32084";"318";"5";"1";"EDUARDO CARLOS, RUA";"950";24;0;0;0;0;0;0;2;0;2;3;0;0;2;0;0;4;3;3;8;1;1;0;0;0;29;"-19.991028949297";"-43.9997375072212";"604642.71";"7789199.13";29;"318-32084"
"32127";"318";"5";"1";"LIBERDADE, RUA";"17";41;0;0;0;0;1;5;11;4;0;3;0;1;0;0;0;0;0;1;1;0;0;0;0;0;27;"-19.9935948026798";"-43.9825919854847";"606434.82";"7788904.36";27;"318-32127"
"32128";"318";"5";"1";"LIBERDADE, RUA";"20";44;0;0;0;0;0;1;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;"-19.9906659953072";"-43.983000764073";"606394.02";"7789228.76";5;"318-32128"
"32129";"318";"5";"1";"LIBERDADE, RUA";"23";42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;"-19.9927099916674";"-43.9827260347571";"606421.39";"7789002.37";2;"318-32129"
"32130";"318";"5";"1";"LIBERDADE, RUA";"103";43;0;0;0;0;0;2;5;0;0;0;0;5;3;0;1;0;2;0;0;0;0;0;0;0;18;"-19.9916259028097";"-43.9828842056744";"606405.57";"7789122.45";18;"318-32130"
"32131";"318";"5";"1";"LIBERDADE, RUA";"133";38;0;0;0;0;0;14;13;6;1;0;0;1;5;0;4;0;2;3;0;2;0;0;0;0;51;"-19.9954385641672";"-43.9825526141131";"606437.7";"7788700.28";51;"318-32131"
"32132";"318";"5";"1";"LIBERDADE, RUA";"295";39;0;0;0;0;14;23;35;10;2;1;3;10;3;6;4;8;2;7;1;0;0;0;1;1;131;"-19.9970607319191";"-43.9824118157975";"606451.34";"7788520.66";131;"318-32132"
"32133";"318";"5";"1";"LIBERDADE, RUA";"350";40;0;0;0;0;1;8;15;8;0;0;2;8;0;3;0;1;0;3;0;1;0;0;0;0;50;"-19.9963538189286";"-43.9824018292075";"606452.86";"7788598.89";50;"318-32133"
"32166";"318";"5";"1";"CAMPO MOURAO, RUA";"36";46;0;0;0;0;1;0;1;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;6;"-19.988601162691";"-43.9857270346329";"606110.17";"7789459.01";6;"318-32166"
"32167";"318";"5";"1";"CAMPO MOURAO, RUA";"37";33;0;0;0;0;0;0;2;0;2;0;0;0;0;2;4;0;0;1;2;2;0;0;0;0;15;"-19.9886765039089";"-43.9857242584249";"606110.41";"7789450.67";15;"318-32167"
"32168";"318";"5";"1";"CAMPO MOURAO, RUA";"1070";45;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;8;"-19.98947962586264";"-43.98381522312796";"606309.6";"7789360.58";8;"318-32168"
"32169";"318";"5";"1";"CAMPO MOURAO, RUA";"1071";34;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.98980123395005";"-43.98367877513189";"606323.66";"7789324.9";2;"318-32169"
"32170";"318";"5";"1";"JEREMIAS, RUA";"4";37;0;0;0;0;3;7;0;0;3;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;17;"-19.9949196432863";"-43.9827877363819";"606413.45";"7788757.86";17;"318-32170"
"32171";"318";"5";"1";"JEREMIAS, RUA";"182";36;0;0;0;0;1;8;5;2;5;4;0;3;3;3;0;0;3;3;1;1;1;0;0;0;43;"-19.992697614187";"-43.9840811755823";"606279.62";"7789004.6";43;"318-32171"
"32330";"318";"5";"1";"WALDYR SOEIRO EMRICH, AVE";"18";68;0;0;0;0;0;1;7;1;0;0;0;2;0;5;0;1;1;5;1;0;0;0;0;0;24;"-19.9772630801943";"-44.0049344740849";"604108.03";"7790725.88";24;"318-32330"
"30015";"318";"8";"1";"AFONSO VAZ DE MELO, AVE";"140";82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;"-19.9721427646471";"-44.0161170313036";"602941.3";"7791299.46";1;"318-30015"
"30016";"318";"8";"1";"AFONSO VAZ DE MELO, AVE";"250";83;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9729777168542";"-44.0178388103982";"602760.6";"7791208.11";1;"318-30016"
"30127";"318";"8";"1";"AMILCAR CABRAL, RUA";"1106";60;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9861776541419";"-44.00226195836";"604381.79";"7789737.61";1;"318-30127"
"30128";"318";"8";"1";"AMILCAR CABRAL, RUA";"1312";59;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.988208018304";"-44.0011317551641";"604498.7";"7789512.2";3;"318-30128"
"30444";"318";"8";"1";"DONA LALA FERNANDES, RUA";"387";70;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.978713619217";"-44.0029308419628";"604316.72";"7790564.1";3;"318-30444"
"30448";"318";"8";"1";"DONA LALA FERNANDES, RUA";"525";69;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;"-19.9780104298847";"-44.0016238087198";"604453.94";"7790641.11";8;"318-30448"
"30503";"318";"8";"1";"CLEMENTINA DE JESUS, RUA";"27";52;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;"-19.9884316584212";"-43.9903341769824";"605628.25";"7789480.68";5;"318-30503"
"30504";"318";"8";"1";"CLEMENTINA DE JESUS, RUA";"48";30;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9886145994026";"-43.9902970733532";"605632.01";"7789460.41";2;"318-30504"
"30556";"318";"8";"1";"DONA LUIZA, RUA";"493";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.984736233768";"-44.0039885579791";"604202.09";"7789898.21";1;"318-30556"
"30557";"318";"8";"1";"DONA LUIZA, RUA";"641";19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;"-19.9838911792674";"-44.0024867183794";"604359.78";"7789990.8";3;"318-30557"
"30560";"318";"8";"1";"DONA LUIZA, RUA";"828";63;0;0;0;0;0;3;0;3;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;10;"-19.9826992514488";"-44.0001864411978";"604601.24";"7790121.28";10;"318-30560"
"30576";"318";"8";"1";"MARINGA, RUA";"135";22;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9874203269186";"-44.003321941456";"604270.07";"7789600.74";2;"318-30576"
"30577";"318";"8";"1";"MARINGA, RUA";"405";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.985845746798";"-44.0042018917622";"604179.04";"7789775.55";1;"318-30577"
"30797";"318";"8";"1";"JOSE EDUARDO MOREIRA, RUA";"380";11;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9781673021693";"-44.0031683371497";"604292.23";"7790624.71";6;"318-30797"
"30918";"318";"8";"1";"CAETANO PIRRI, RUA";"126";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.9850948169677";"-44.0088184210309";"603696.52";"7789861.52";1;"318-30918"
"30973";"318";"8";"1";"OLINTO MEIRELES, AVE";"321";81;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9739243100184";"-44.0130870794862";"603257.18";"7791100.43";2;"318-30973"
"30974";"318";"8";"1";"OLINTO MEIRELES, AVE";"581";80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.9761141476415";"-44.0121522276374";"603353.57";"7790857.5";1;"318-30974"
"30975";"318";"8";"1";"OLINTO MEIRELES, AVE";"592";5;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;"-19.9762337501032";"-44.0123090813103";"603337.08";"7790844.36";5;"318-30975"
"30977";"318";"8";"1";"OLINTO MEIRELES, AVE";"901";79;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.9797445527103";"-44.0107986354677";"603492.83";"7790454.87";3;"318-30977"
"30980";"318";"8";"1";"OLINTO MEIRELES, AVE";"1446";8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9837259078858";"-44.0098042558799";"603594.27";"7790013.63";2;"318-30980"
"30981";"318";"8";"1";"OLINTO MEIRELES, AVE";"1495";77;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;"-19.9847017139804";"-44.0093266754384";"603643.6";"7789905.34";4;"318-30981"
"31089";"318";"8";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2184";54;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.9896029685039";"-43.9933408277086";"605312.9";"7789352.94";3;"318-31089"
"31094";"318";"8";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2470";56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9890172123501";"-43.9960699091807";"605027.76";"7789419.48";1;"318-31094"
"31095";"318";"8";"1";"DOUTOR CRISTIANO REZENDE, RUA";"2564";57;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9892396521239";"-43.997407956208";"604887.62";"7789395.7";2;"318-31095"
"31235";"318";"8";"1";"SINFRONIO BROCHADO, AVE";"91";4;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;2;4;0;0;0;0;0;0;11;"-19.9756042140263";"-44.0134746808975";"603215.53";"7790914.75";11;"318-31235"
"31240";"318";"8";"1";"SINFRONIO BROCHADO, AVE";"555";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.9765056909066";"-44.0176725468573";"602775.71";"7790817.56";1;"318-31240"
"31712";"318";"8";"1";"GILBERTO FREIRE, RUA";"104";35;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;"-19.9908458940236";"-43.9832684772789";"606365.89";"7789209.02";5;"318-31712"
"31713";"318";"8";"1";"GILBERTO FREIRE, RUA";"130";51;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9882951514177";"-43.9884991625543";"605820.33";"7789494.63";1;"318-31713"
"31714";"318";"8";"1";"GILBERTO FREIRE, RUA";"800";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;"-19.9894975536786";"-43.9873808483928";"605936.54";"7789360.85";2;"318-31714"
"31837";"318";"8";"1";"ALFREDO GUZELHA, RUA";"38";31;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;8;"-19.9883733520395";"-43.9890610512311";"605761.49";"7789486.33";8;"318-31837"
"31891";"318";"8";"1";"WALDYR SOEIRO EMRICH, AVE";"17";10;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;9;"-19.9772817198841";"-44.0047458874277";"604127.75";"7790723.7";9;"318-31891"
"31896";"318";"8";"1";"WALDYR SOEIRO EMRICH, AVE";"328";73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;"-19.9827206441214";"-44.0068717591587";"603901.75";"7790123.07";1;"318-31896"
"32127";"318";"8";"1";"LIBERDADE, RUA";"17";45;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.9935948026798";"-43.9825919854847";"606434.82";"7788904.36";3;"318-32127"
"32130";"318";"8";"1";"LIBERDADE, RUA";"103";47;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9916259028097";"-43.9828842056744";"606405.57";"7789122.45";1;"318-32130"
"32131";"318";"8";"1";"LIBERDADE, RUA";"133";38;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9954385641672";"-43.9825526141131";"606437.7";"7788700.28";1;"318-32131"
"32132";"318";"8";"1";"LIBERDADE, RUA";"295";39;0;0;0;0;0;15;0;0;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;30;"-19.9970607319191";"-43.9824118157975";"606451.34";"7788520.66";30;"318-32132"
"32133";"318";"8";"1";"LIBERDADE, RUA";"350";44;0;0;0;0;0;5;0;6;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;16;"-19.9963538189286";"-43.9824018292075";"606452.86";"7788598.89";16;"318-32133"
"32166";"318";"8";"1";"CAMPO MOURAO, RUA";"36";50;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.988601162691";"-43.9857270346329";"606110.17";"7789459.01";2;"318-32166"
"32167";"318";"8";"1";"CAMPO MOURAO, RUA";"37";33;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9886765039089";"-43.9857242584249";"606110.41";"7789450.67";2;"318-32167"
"32168";"318";"8";"1";"CAMPO MOURAO, RUA";"1070";49;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.98947962586264";"-43.98381522312796";"606309.6";"7789360.58";2;"318-32168"
"32170";"318";"8";"1";"JEREMIAS, RUA";"4";37;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9949196432863";"-43.9827877363819";"606413.45";"7788757.86";1;"318-32170"
"32171";"318";"8";"1";"JEREMIAS, RUA";"182";36;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.992697614187";"-43.9840811755823";"606279.62";"7789004.6";1;"318-32171"
"32172";"318";"8";"1";"CRISTIANO DE ALMEIDA, RUA";"21";43;0;0;0;0;0;8;0;6;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;18;"-19.9956735271699";"-43.9813006822244";"606568.52";"7788673.48";18;"318-32172"
"32330";"318";"8";"1";"WALDYR SOEIRO EMRICH, AVE";"18";72;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;"-19.9772630801943";"-44.0049344740849";"604108.03";"7790725.88";3;"318-32330"
"31837";"319";"1";"1";"ALFREDO GUZELHA, RUA";"38";19;0;0;0;0;0;0;0;2;0;4;8;2;10;2;4;23;25;22;9;11;2;8;0;0;132;"-19.9883733520395";"-43.9890610512311";"605761.49";"7789486.33";132;"319-31837"
"32152";"319";"1";"1";"ATLANTA, RUA";"14";1;0;0;0;0;6;20;43;18;31;14;13;25;21;9;13;21;11;14;7;3;0;0;0;0;269;"-19.9932873231886";"-43.9897169288705";"605689.59";"7788942.9";269;"319-32152"
"32152";"319";"1";"1";"ATLANTA, RUA";"14";24;0;0;0;0;6;20;43;18;31;14;13;25;21;9;13;21;11;14;7;3;0;0;0;0;269;"-19.9932873231886";"-43.9897169288705";"605689.59";"7788942.9";269;"319-32152"
"32501";"319";"1";"1";"FAISAO, RUA";"705";9;0;0;0;0;19;11;45;12;31;39;26;21;32;15;7;30;27;20;35;16;1;3;0;0;390;"-19.9958967941232";"-43.9947192941128";"605164.5";"7788657.25";390;"319-32501"
"30643";"319";"2";"1";"MENELICK DE CARVALHO, AVE";"29";14;0;0;0;0;0;30;0;36;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;96;"-19.99568349242411";"-44.00591735590292";"603993.1";"7788687.85";96;"319-30643"
"30053";"32";"2";"1";"AMAZONAS, AVE";"2886";34;0;0;0;0;0;0;2;2;2;2;0;0;1;2;7;3;10;3;5;1;0;0;0;0;40;"-19.92977992039188";"-43.95929819153211";"608915.67";"7795952.02";40;"32-30053"
"30056";"32";"2";"1";"AMAZONAS, AVE";"3155";25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;"-19.93060348964685";"-43.96193543834514";"608639.08";"7795862.58";1;"32-30056"
"30058";"32";"2";"1";"AMAZONAS, AVE";"3246";35;0;0;0;0;0;0;0;2;0;2;0;0;0;1;3;0;0;3;0;0;0;0;0;0;11;"-19.93051729697077";"-43.96280325008797";"608548.31";"7795872.68";11;"32-30058"
"30068";"32";"2";"1";"AMAZONAS, AVE";"3826";37;0;0;0;0;0;0;2;1;0;0;2;0;0;2;2;0;4;4;4;1;0;0;0;0;22;"-19.93091900913439";"-43.96882552953654";"607917.72";"7795832.1";22;"32-30068"
"30070";"32";"2";"1";"AMAZONAS, AVE";"3887";22;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;7;"-19.93114560830509";"-43.96932146184258";"607865.66";"7795807.34";7;"32-30070"
"30071";"32";"2";"1";"AMAZONAS, AVE";"4444";38;0;0;0;0;0;0;3;1;0;2;0;0;0;0;3;7;5;2;4;0;0;0;0;0;27;"-19.92981806619112";"-43.97367270651212";"607411.14";"7795957.05";27;"32-30071"
"30073";"32";"2";"1";"AMAZONAS, AVE";"4766";39;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;"-19.9293222159195";"-43.97671704599991";"607092.84";"7796013.87";6;"32-30073"
"30074";"32";"2";"1";"AMAZONAS, AVE";"5055";21;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.92962675234007";"-43.97714694138504";"607047.64";"7795980.44";2;"32-30074"
"30075";"32";"2";"1";"AMAZONAS, AVE";"5154";40;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;5;0;0;2;0;0;0;12;"-19.92964788356601";"-43.97829151066117";"606927.83";"7795978.83";12;"32-30075"
