"SIU";"LINHA";"SUBLINHA";"PC";" Endereço do Ponto";" Nº Imóvel";"Seq";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";" Total geral ";"Latitude.WGS84";"Longitude.WGS84";"X";"Y"
"90943";"101";"1";"1";"PRINCIPAL, RUA";"906";12;0;0;0;0;0;0;0;2;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;10;"-19.9567968633424";"-43.9424602893788";"610659.18";"7792950.95"
"91088";"101";"1";"1";"NICARAGUA, RUA";"1460";24;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9549411514244";"-43.9404770219161";"610868.02";"7793155.02"
"91089";"101";"1";"1";"BOLIVIA, RUA";"1184";23;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9533931466903";"-43.9400325032258";"610915.62";"7793326.05"
"91089";"101";"1";"1";"BOLIVIA, RUA";"1184";15;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9533931466903";"-43.9400325032258";"610915.62";"7793326.05"
"91127";"101";"1";"1";"LA PAZ, RUA";"172";21;0;0;0;0;0;0;0;2;0;0;0;0;0;4;6;0;5;4;0;0;0;0;0;0;21;"-19.9493664630722";"-43.9393538124748";"610989.46";"7793771.25"
"20090";"103";"1";"1";"NISIO BATISTA DE OLIVEIRA, RUA";"593";7;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"-19.929743184613";"-43.9118368605362";"613883.26";"7795924.62"
"20202";"103";"1";"1";"CABRALIA, RUA";"171";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;"-19.934192756932";"-43.9182497444476";"613208.88";"7795436.5"
"20537";"103";"1";"1";"DOUTOR ARGEMIRO RESENDE COSTA, RUA";"52";10;0;0;0;0;0;0;3;0;3;0;0;4;0;0;0;3;0;4;0;0;0;0;0;0;17;"-19.9307275073426";"-43.9096099024344";"614115.64";"7795814.17"
"20546";"103";"1";"1";"DOUTOR JOSE SEVERINO LIMA JUNIOR, RUA";"105";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;6;"-19.9305817496905";"-43.9102556231993";"614048.16";"7795830.74"
"20648";"103";"1";"1";"EUCLASIO, RUA";"673";4;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;11;"-19.9256596888998";"-43.9104383116338";"614032.57";"7796375.61"
"21101";"103";"1";"1";"MEM DE SA, AVE";"1225";2;0;0;0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;13;"-19.9262839751776";"-43.9085421518658";"614230.59";"7796305.23"
"21265";"103";"1";"1";"POUSO ALTO, RUA";"433";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;"-19.9333795489582";"-43.9207294983791";"612949.92";"7795528.17"
"21755";"103";"1";"1";"ISAURO MASCARENHAS GUEDES, RUA";"322";38;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9329315037272";"-43.9101048899493";"614062.25";"7795570.58"
"21756";"103";"1";"1";"ISAURO MASCARENHAS GUEDES, RUA";"325";12;0;0;0;0;0;8;3;0;0;6;0;2;0;8;0;2;0;4;0;4;4;0;0;0;41;"-19.9327954382204";"-43.9101800606683";"614054.48";"7795585.69"
"22208";"103";"1";"1";"SERENATA, RUA";"49";15;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9361073053339";"-43.9110039784815";"613965.87";"7795219.71"
"22209";"103";"1";"1";"SERENATA, RUA";"115";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;"-19.9353249009928";"-43.9098809499202";"614083.97";"7795305.54"
"22229";"103";"1";"1";"BELA VISTA, RUA";"54";16;0;0;0;0;2;2;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;17;"-19.9364926468025";"-43.911944090763";"613867.2";"7795177.7"
"22254";"103";"1";"1";"REGENCIA, RUA";"51";13;0;0;0;0;0;4;3;0;3;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;18;"-19.9345339839137";"-43.9095800589864";"614116.03";"7795392.87"
"22255";"103";"1";"1";"REGENCIA, RUA";"62";36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;5;"-19.9344827635437";"-43.9095818436363";"614115.88";"7795398.54"
"22459";"103";"1";"1";"MARIA CARMEM VALADARES, RUA";"521";1;0;0;0;0;0;0;0;0;3;0;10;2;0;0;0;10;3;4;22;0;9;0;0;0;63;"-19.9275774050958";"-43.9093216730705";"614148.07";"7796162.61"
"22459";"103";"1";"1";"MARIA CARMEM VALADARES, RUA";"521";43;0;0;0;0;0;0;0;0;3;0;10;2;0;0;0;10;3;4;22;0;9;0;0;0;63;"-19.9275774050958";"-43.9093216730705";"614148.07";"7796162.61"
"22807";"103";"1";"1";"ANAPOLIS, RUA";"270";3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;4;"-19.9260328264408";"-43.9092844046557";"614153.08";"7796333.53"
"90383";"103";"1";"1";"DOUTOR CAMILO ANTONIO NOGUEIRA, RUA";"225";21;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;5;"-19.9343284138908";"-43.9159868902695";"613445.62";"7795419.96"
"90384";"103";"1";"1";"DOUTOR CAMILO ANTONIO NOGUEIRA, RUA";"226";30;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"-19.9343691185785";"-43.9161127319028";"613432.42";"7795415.54"
"90385";"103";"1";"1";"DOUTOR CAMILO ANTONIO NOGUEIRA, RUA";"326";31;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9352312880399";"-43.9153872027235";"613507.74";"7795319.63"
"90386";"103";"1";"1";"DOUTOR CAMILO ANTONIO NOGUEIRA, RUA";"498";32;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9364463258981";"-43.9146673766273";"613582.21";"7795184.67"
"90588";"103";"1";"1";"DO OURO, RUA";"432";25;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;3;0;4;0;4;0;0;0;0;16;"-19.9356309713014";"-43.9223882652442";"612774.71";"7795280.11"
"90748";"103";"1";"1";"SENADOR POMPEO, RUA";"212";26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;4;"-19.9362707402093";"-43.9200309100884";"613020.98";"7795207.72"
"90934";"103";"1";"1";"SERENATA, RUA";"42";35;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;6;"-19.9359867041528";"-43.9107718644382";"613990.25";"7795232.9"
"91074";"103";"1";"1";"AGUAPEI, RUA";"33";24;0;0;0;0;0;0;3;3;3;2;2;0;0;0;2;2;0;0;0;15;3;0;0;0;35;"-19.9344186954734";"-43.9230476264246";"612706.56";"7795414.72"
"90269";"107";"1";"1";"CAPIVARI, RUA";"616";9;0;0;0;0;0;0;2;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;12;"-19.9406870373987";"-43.9139845659296";"613650.64";"7794714.87"
"90270";"107";"1";"1";"CARACA, RUA";"358";17;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9423857569817";"-43.9196369511851";"613057.86";"7794530.68"
"90373";"107";"1";"1";"DESEMBARGADOR MARIO MATTOS, RUA";"57";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;"-19.9394456446016";"-43.9169143361909";"613344.9";"7794854.24"
"90374";"107";"1";"1";"DESEMBARGADOR MARIO MATTOS, RUA";"331";11;0;0;0;0;0;0;0;0;0;0;3;2;0;4;0;0;0;0;0;0;0;0;0;0;9;"-19.9395479561577";"-43.914432256144";"613604.6";"7794841.24"
"90591";"107";"1";"1";"DO OURO, RUA";"1014";15;0;0;0;0;0;0;0;5;0;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0;11;"-19.9399435149895";"-43.9200628905399";"613015.02";"7794801.26"
"90592";"107";"1";"1";"DO OURO, RUA";"1206";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;6;"-19.9416324902878";"-43.9198193186634";"613039.31";"7794614.17"
"90605";"107";"1";"1";"PALMIRA, RUA";"657";14;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;2;9;0;0;0;0;17;"-19.9391587962172";"-43.9193078548119";"613094.6";"7794887.6"
"90606";"107";"1";"1";"PALMIRA, RUA";"791";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;"-19.9395095473613";"-43.9181041426803";"613220.33";"7794847.97"
"90927";"107";"1";"1";"DA AGUA, RUA";"1";1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9411809771654";"-43.9091279727598";"614158.57";"7794656.91"
"90927";"107";"1";"1";"DA AGUA, RUA";"1";25;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9411809771654";"-43.9091279727598";"614158.57";"7794656.91"
"90933";"107";"1";"1";"DA AGUA, RUA";"203";22;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.94343153660446";"-43.91056774677615";"614006.27";"7794408.81"
"90951";"107";"1";"1";"MANGABEIRA DA SERRA, RUA";"185";6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9436720440577";"-43.9108031570615";"613981.46";"7794382.35"
"90952";"107";"1";"1";"MANGABEIRA DA SERRA, RUA";"275";21;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.9442488962888";"-43.9094821297904";"614119.3";"7794317.61"
"90952";"107";"1";"1";"MANGABEIRA DA SERRA, RUA";"275";5;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.9442488962888";"-43.9094821297904";"614119.3";"7794317.61"
"30052";"1404A";"5";"1";"AMAZONAS, AVE";"2863";44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;"-19.92998015890498";"-43.9590529587819";"608941.2";"7795929.7"
"30062";"1404A";"5";"1";"AMAZONAS, AVE";"3403";42;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.93108565798422";"-43.96432509077877";"608388.64";"7795810.76"
"30070";"1404A";"5";"1";"AMAZONAS, AVE";"3887";40;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;7;"-19.93114560830509";"-43.96932146184258";"607865.66";"7795807.34"
"30280";"1404A";"5";"1";"CAMPO FORMOSO, RUA";"423";31;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9481073718948";"-43.9837651512016";"606342.58";"7793939.34"
"30527";"1404A";"5";"1";"DOM JOAO VI, AVE";"1181";19;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;2;0;0;0;0;0;0;0;7;"-19.9658911681217";"-43.9817334678793";"606543.26";"7791969.87"
"30530";"1404A";"5";"1";"DOM JOAO VI, AVE";"1371";18;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;"-19.9677722897396";"-43.9812126915649";"606596.49";"7791761.35"
"30531";"1404A";"5";"1";"DOM JOAO VI, AVE";"1511";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;"-19.969381355022";"-43.9807721112395";"606641.51";"7791582.99"
"30533";"1404A";"5";"1";"DOM JOAO VI, AVE";"1651";16;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;0;0;0;0;7;"-19.9705041861779";"-43.9798398908058";"606738.3";"7791458.13"
"30695";"1404A";"5";"1";"ORQUIDEA, RUA";"31";29;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9530431736451";"-43.9824055919761";"606481.55";"7793392.22"
"30698";"1404A";"5";"1";"ORQUIDEA, RUA";"191";28;0;0;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;6;"-19.9546167731728";"-43.9809476951148";"606633.06";"7793217.14"
"30700";"1404A";"5";"1";"ORQUIDEA, RUA";"261";27;0;0;0;0;0;0;0;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;"-19.9553325600866";"-43.9803152766243";"606698.76";"7793137.52"
"30738";"1404A";"5";"1";"PLATANO, RUA";"301";25;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;5;"-19.9583246490163";"-43.9793450316932";"606798.28";"7792805.76"
"30822";"1404A";"5";"1";"LAGOA DA PRATA, RUA";"75";36;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;"-19.9363324810022";"-43.9808041676808";"606660.36";"7795240.62"
"30824";"1404A";"5";"1";"LAGOA DA PRATA, RUA";"353";35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;3;"-19.938505710427";"-43.9822334939702";"606509.31";"7795001.01"
"30829";"1404A";"5";"1";"LAGOA DA PRATA, RUA";"979";33;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;"-19.944633764229";"-43.9839654896723";"606323.94";"7794323.9"
"30830";"1404A";"5";"1";"LAGOA DA PRATA, RUA";"1117";32;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;"-19.9464536921962";"-43.9844174733527";"606275.42";"7794122.77"
"30971";"1404A";"5";"1";"OLINDA, RUA";"457";38;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;"-19.9324570868758";"-43.9765756345344";"607105.53";"7795666.83"
"31368";"1404A";"5";"1";"URSULA PAULINO, RUA";"7";30;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;13;"-19.9503751132602";"-43.9812687575406";"606602.31";"7793686.78"
"31609";"1404A";"5";"1";"DOUTOR ARISTIDES DE PINHO, RUA";"179";10;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;"-19.9759231113355";"-43.9806395584031";"606650.98";"7790858.91"
"31610";"1404A";"5";"1";"DOUTOR ARISTIDES DE PINHO, RUA";"493";9;0;0;0;0;0;0;4;0;0;0;1;0;0;2;0;0;1;0;1;0;0;0;0;0;9;"-19.9771667404223";"-43.9818291783272";"606525.67";"7790722.02"
"31612";"1404A";"5";"1";"LEDA PINHEIRO CHAGAS, RUA";"69";8;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;5;"-19.9780593279199";"-43.9821209639355";"606494.54";"7790623.42"
"31614";"1404A";"5";"1";"LEDA PINHEIRO CHAGAS, RUA";"159";7;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"-19.9787027876236";"-43.9800819839906";"606707.45";"7790550.91"
"31616";"1404A";"5";"1";"WALMIQUE SANTOS, RUA";"75";6;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;1;3;2;0;0;0;0;0;11;"-19.979220186301";"-43.9802581420825";"606688.67";"7790493.76"
"32625";"1404A";"5";"1";"DOM JOAO VI, AVE";"1911";14;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;5;"-19.97281828714258";"-43.97853880037595";"606872.88";"7791201.19"
"32626";"1404A";"5";"1";"DOM JOAO VI, AVE";"1781";15;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;"-19.97156772808478";"-43.9788316502168";"606843.08";"7791339.78"
"40003";"1404A";"5";"1";"ABILIO MACHADO, AVE";"440";69;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.91174650897468";"-43.99589886738168";"605096.8";"7797971.12"
"40006";"1404A";"5";"1";"ABILIO MACHADO, AVE";"782";70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;"-19.90908337551577";"-43.9983116978222";"604845.99";"7798267.36"
"40013";"1404A";"5";"1";"ABILIO MACHADO, AVE";"1712";74;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.90269877100636";"-44.00370850211994";"604285.25";"7798977.31"
"40574";"1404A";"5";"1";"PADRE EUSTAQUIO, RUA";"140";53;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9146780298703";"-43.9555444094329";"609318.94";"7797620.96"
"40575";"1404A";"5";"1";"PADRE EUSTAQUIO, RUA";"312";54;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9143064550677";"-43.9570635441413";"609160.18";"7797663.07"
"40581";"1404A";"5";"1";"PADRE EUSTAQUIO, RUA";"1632";60;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9139423997686";"-43.9680279520239";"608012.73";"7797710.44"
"40583";"1404A";"5";"1";"PADRE EUSTAQUIO, RUA";"2390";62;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9149937080663";"-43.9751699862927";"607264.43";"7797598.66"
"40584";"1404A";"5";"1";"PADRE EUSTAQUIO, RUA";"2636";63;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9149286589733";"-43.977368753651";"607034.32";"7797607.26"
"40594";"1404A";"5";"1";"PARA DE MINAS, RUA";"96";64;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9148504556394";"-43.9817069138137";"606580.28";"7797618.67"
"40595";"1404A";"5";"1";"PARA DE MINAS, RUA";"280";65;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9148133578645";"-43.9837987890904";"606361.34";"7797624.1"
"40596";"1404A";"5";"1";"PARA DE MINAS, RUA";"518";66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;"-19.91451053546726";"-43.98604241061456";"606126.69";"7797659.03"
"40597";"1404A";"5";"1";"PARA DE MINAS, RUA";"684";67;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"-19.91426121854695";"-43.98791016763641";"605931.35";"7797687.8"
"41338";"1404A";"5";"1";"PARA DE MINAS, RUA";"1026";68;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;"-19.91383285204929";"-43.99115694591971";"605591.78";"7797737.25"
"41484";"1404A";"5";"1";"ABILIO MACHADO, AVE";"2134";76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;"-19.8991597650409";"-44.00542412899321";"604107.97";"7799370.04"
"90734";"1404A";"5";"1";"SAO PAULO, RUA";"901";50;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;6;"-19.9215267259188";"-43.9406183433377";"610876.55";"7796853.22"
"90737";"1404A";"5";"1";"SAO PAULO, RUA";"1233";49;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;9;"-19.9243645439156";"-43.9413784654447";"610795.01";"7796539.64"
"90764";"1404A";"5";"1";"DOS TIMBIRAS, RUA";"2307";48;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;"-19.92540229916956";"-43.9452027552264";"610394.01";"7796427.31"
"90777";"1404A";"5";"1";"DOS TUPIS, RUA";"560";51;0;0;0;0;0;0;4;4;2;2;0;0;0;2;2;1;0;3;1;2;0;0;0;0;23;"-19.9207709089053";"-43.9423653112508";"610694.22";"7796938.02"
"90780";"1404A";"5";"1";"DOS TUPIS, RUA";"836";52;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;10;"-19.9201207194305";"-43.9449221936621";"610427.04";"7797011.66"
"90965";"1404A";"5";"1";"AMAZONAS, AVE";"2111";46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;4;"-19.92700970034184";"-43.9525315591281";"609625.81";"7796254.21"
"91251";"1404A";"5";"1";"AMAZONAS, AVE";"1887";47;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;"-19.92595099647964";"-43.95064683197246";"609823.81";"7796370.15"
"30068";"1404A";"5";"2";"AMAZONAS, AVE";"3826";52;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.93091900913439";"-43.96882552953654";"607917.72";"7795832.1"
"30264";"1404A";"5";"2";"DAS ESPATODIAS, RUA";"960";70;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;3;"-19.9597612469538";"-43.9810473027871";"606619.18";"7792647.85"
"30279";"1404A";"5";"2";"CAMPO FORMOSO, RUA";"358";62;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;5;"-19.9478371593729";"-43.9843414505619";"606282.45";"7793969.61"
"30483";"1404A";"5";"2";"DESEMBARGADOR BARCELOS, RUA";"792";54;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;3;0;1;0;0;0;0;0;0;7;"-19.9306947368619";"-43.9760519355954";"607161.53";"7795861.54"
"30484";"1404A";"5";"2";"DESEMBARGADOR BARCELOS, RUA";"1026";55;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;5;"-19.9323853855854";"-43.9776032069807";"606998.03";"7795675.42"
"30528";"1404A";"5";"2";"DOM JOAO VI, AVE";"1190";74;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9659222502947";"-43.9818278781946";"606533.36";"7791966.49"
"30529";"1404A";"5";"2";"DOM JOAO VI, AVE";"1342";75;0;0;0;0;0;0;0;0;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;"-19.9677631653062";"-43.9813231295697";"606584.94";"7791762.43"
"30696";"1404A";"5";"2";"ORQUIDEA, RUA";"66";65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;"-19.9532445782731";"-43.9821691330524";"606506.16";"7793369.78"
"30697";"1404A";"5";"2";"ORQUIDEA, RUA";"150";66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;"-19.9545452583426";"-43.9810661691138";"606620.71";"7793225.13"
"30737";"1404A";"5";"2";"PLATANO, RUA";"290";69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.9582410166554";"-43.9795244593727";"606779.56";"7792815.13"
"30816";"1404A";"5";"2";"JUNQUILHOS, RUA";"183";53;0;0;0;0;0;0;0;6;0;0;1;0;0;0;3;0;0;0;2;1;0;0;0;0;13;"-19.9294241250127";"-43.97301095071";"607480.67";"7796000.22"
"30831";"1404A";"5";"2";"LAGOA DA PRATA, RUA";"1128";61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;"-19.9465028284393";"-43.9845091774723";"606265.79";"7794117.39"
"31606";"1404A";"5";"2";"EDUARDO BROCHADO, RUA";"1782";79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;"-19.9731563911764";"-43.9789407201908";"606830.6";"7791164.03"
