"SIU";"LINHA";"SUBLINHA";"PC";" Endereço do Ponto";" Nº Imóvel";"Seq";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";" Total geral ";"Latitude.WGS84";"Longitude.WGS84";"X";"Y"
"20707";"1505R";"1";"1";"FRANCISCO VERNHAGEM, RUA";"27";75;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;4;"-19.8323803524359";"-43.9242021248409";"612657.85";"7806708.45"
"20793";"1505R";"1";"1";"FAZENDA VELHA, AVE";"495";1;0;0;0;0;2;1;25;14;25;34;35;9;35;12;11;6;15;18;6;3;4;1;0;0;256;"-19.82933050904564";"-43.92598839961968";"612472.92";"7807047.18"
"20793";"1505R";"1";"1";"FAZENDA VELHA, AVE";"495";77;0;0;0;0;2;1;25;14;25;34;35;9;35;12;11;6;15;18;6;3;4;1;0;0;256;"-19.82933050904564";"-43.92598839961968";"612472.92";"7807047.18"
"20951";"1505R";"1";"1";"JOSE LINS DO REGO, RUA";"245";71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;4;"-19.8385448540014";"-43.9250462635389";"612565.1";"7806026.77"
"20952";"1505R";"1";"1";"JOSE LINS DO REGO, RUA";"256";7;0;0;0;0;2;0;3;4;1;1;0;3;0;0;0;0;4;0;4;0;0;0;0;0;22;"-19.8385773351059";"-43.9249034818432";"612580.03";"7806023.08"
"20953";"1505R";"1";"1";"JOSE LINS DO REGO, RUA";"444";8;0;0;0;0;0;1;1;0;2;2;0;0;1;0;2;0;0;1;1;0;0;0;0;0;11;"-19.8382141373999";"-43.9237104232806";"612705.23";"7806062.48"
"20954";"1505R";"1";"1";"JOSE LINS DO REGO, RUA";"653";69;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.8375035724464";"-43.9216749401163";"612918.9";"7806139.76"
"21028";"1505R";"1";"1";"LUCIA MIGUEL PEREIRA, RUA";"246";72;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;"-19.8378049664787";"-43.925608028445";"612506.79";"7806109.03"
"22334";"1505R";"1";"1";"RISOLETA NEVES, AVE";"14";57;0;0;0;0;0;1;1;2;0;1;7;3;6;3;11;6;7;6;6;8;3;0;0;0;71;"-19.8630832119582";"-43.9272126083179";"612320.96";"7803312.48"
"22335";"1505R";"1";"1";"RISOLETA NEVES, AVE";"47";23;0;0;0;0;6;3;10;2;0;1;2;4;0;1;1;0;0;3;3;3;0;0;0;0;39;"-19.8628972866833";"-43.9273673308165";"612304.89";"7803333.16"
"22336";"1505R";"1";"1";"RISOLETA NEVES, AVE";"668";58;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;1;0;0;0;6;"-19.8580808846389";"-43.9239999325037";"612660.89";"7803863.96"
"22337";"1505R";"1";"1";"RISOLETA NEVES, AVE";"853";22;0;0;0;0;0;1;4;4;0;3;0;3;0;0;0;7;4;0;0;0;0;0;0;0;26;"-19.8568374178226";"-43.92374789234";"612688.16";"7804001.41"
"22338";"1505R";"1";"1";"RISOLETA NEVES, AVE";"1030";59;0;0;0;0;0;0;1;0;2;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;7;"-19.8559413897069";"-43.9230503056091";"612761.84";"7804100.11"
"22465";"1505R";"1";"1";"SARAMENHA, AVE";"1480";13;0;0;0;0;2;1;1;3;0;3;2;0;1;1;2;1;0;0;0;0;0;0;0;0;17;"-19.8430301247345";"-43.9189435631877";"613201.03";"7805526.29"
"22466";"1505R";"1";"1";"BASILIO DA GAMA, AVE";"29";12;0;0;0;0;5;0;1;4;2;0;4;6;10;0;2;3;0;4;0;0;0;0;0;0;41;"-19.8414401611139";"-43.9201425939246";"613076.59";"7805703.06"
"22467";"1505R";"1";"1";"BASILIO DA GAMA, AVE";"399";11;0;0;0;0;3;0;2;1;10;1;6;3;7;1;0;2;3;7;1;0;0;0;0;0;47;"-19.8391262118739";"-43.9194534415531";"613150.4";"7805958.69"
"22468";"1505R";"1";"1";"EDGARD CAVALEIRO, RUA";"656";10;0;0;0;0;3;8;6;8;4;4;12;5;15;0;8;7;5;3;1;0;0;0;0;0;89;"-19.838001020451";"-43.9208142977007";"613008.68";"7806084.13"
"22469";"1505R";"1";"1";"JOAO DORNAS FILHO, RUA";"259";9;0;0;0;0;2;1;3;4;0;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;15;"-19.8383527850535";"-43.9229835930384";"612781.25";"7806046.65"
"22619";"1505R";"1";"1";"LUCIA MIGUEL PEREIRA, RUA";"197";6;0;0;0;0;2;1;5;3;5;1;2;1;4;0;0;0;1;1;7;0;0;0;0;0;33;"-19.8377255745413";"-43.9257332686758";"612493.73";"7806117.9"
"22620";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"1395";31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;"-19.8970414079976";"-43.9278523121558";"612230.06";"7799554.63"
"22624";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"1279";32;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;9;"-19.89987863000281";"-43.92833946300878";"612177.06";"7799240.95"
"22672";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"4025";24;0;0;0;0;0;1;1;6;2;1;1;1;0;1;1;5;3;3;0;1;0;0;0;0;27;"-19.87569773725845";"-43.92869065093352";"612157.32";"7801917.37"
"22719";"1505R";"1";"1";"MARECHAL HENRIQUE LOTT, RUA";"21";5;0;0;0;0;2;0;3;1;2;2;0;1;0;1;0;0;1;1;0;0;0;0;0;0;14;"-19.8354976192226";"-43.9251718974067";"612554.09";"7806364.1"
"22720";"1505R";"1";"1";"EDEWELS BARCELOS, RUA";"225";4;0;0;0;0;2;0;1;4;2;2;4;1;0;0;0;3;4;0;1;3;0;0;0;0;27;"-19.8345225024513";"-43.9243937593713";"612636.27";"7806471.5"
"22731";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"2799";26;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.88132775735084";"-43.93027462357703";"611987.52";"7801295.33"
"22732";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"2535";27;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.8850565708314";"-43.929574511187";"612058.2";"7800882.18"
"22747";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"2409";28;0;0;0;0;0;0;3;0;0;0;2;3;0;1;0;1;0;0;0;0;0;1;0;0;11;"-19.8873988419938";"-43.92953525379821";"612060.66";"7800622.93"
"22751";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"1300";47;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;1;0;0;0;0;0;0;0;0;6;"-19.89988513171588";"-43.92791882561542";"612221.09";"7799239.95"
"22753";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"1440";48;0;0;0;0;0;0;2;2;0;3;0;0;1;0;0;0;1;6;1;0;1;0;0;0;17;"-19.8966947181215";"-43.92737156753122";"612280.63";"7799592.68"
"22754";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"2618";52;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;2;0;0;0;0;0;0;0;0;7;"-19.8836956984435";"-43.9295410536013";"612062.66";"7801032.77"
"22755";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"5100";55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;5;"-19.8681610753608";"-43.9280280720521";"612232";"7802751.04"
"22757";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"3030";53;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;5;1;0;0;0;0;0;9;"-19.8791809766988";"-43.9292117751399";"612100.31";"7801532.21"
"23021";"1505R";"1";"1";"CRISTIANO MACHADO, AVE";"1901";30;0;0;0;0;2;0;0;0;0;1;2;0;1;0;1;0;0;1;0;1;0;0;0;0;9;"-19.89128536422621";"-43.92880726092972";"612134.14";"7800192.31"
"90067";"1505R";"1";"1";"PROFESSOR ALFREDO BALENA, AVE";"190";40;0;0;0;0;0;4;12;3;0;0;6;8;7;6;1;8;0;3;3;0;0;0;0;0;61;"-19.9253860971822";"-43.9296233011215";"612024.7";"7796418.79"
"90128";"1505R";"1";"1";"DOS ANDRADAS, AVE";"112";35;0;0;0;0;0;0;0;0;1;2;4;3;6;6;3;0;4;2;3;0;1;0;0;0;35;"-19.91623985080359";"-43.93444224734407";"611526.72";"7797434.25"
"90131";"1505R";"1";"1";"DOS ANDRADAS, AVE";"235";44;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;"-19.9172054184846";"-43.9343673173979";"611533.89";"7797327.34"
"90135";"1505R";"1";"1";"DOS ANDRADAS, AVE";"397";43;0;0;0;0;2;3;1;5;2;5;10;1;7;7;9;1;3;2;6;2;0;0;0;0;66;"-19.91850217240102";"-43.93475840861529";"611492.04";"7797184.08"
"90140";"1505R";"1";"1";"DOS ANDRADAS, AVE";"655";42;0;0;0;0;0;1;1;0;0;0;2;1;7;3;0;1;1;0;1;0;3;0;0;0;21;"-19.9207061998795";"-43.93451426099267";"611516.05";"7796939.99"
"90143";"1505R";"1";"1";"DOS ANDRADAS, AVE";"910";37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;"-19.9221191806287";"-43.9327161692842";"611703.27";"7796782.42"
"90146";"1505R";"1";"1";"DOS ANDRADAS, AVE";"1220";38;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"-19.92162034579655";"-43.92961384617966";"612028.34";"7796835.56"
"90214";"1505R";"1";"1";"BERNARDO MONTEIRO, AVE";"640";39;0;0;0;0;0;1;7;3;4;4;1;1;10;1;10;9;3;12;12;2;0;0;0;0;80;"-19.92387788244792";"-43.92756090268813";"612241.63";"7796584.34"
"90299";"1505R";"1";"1";"DO CONTORNO, AVE";"844";34;0;0;0;0;0;0;1;0;0;0;4;1;0;3;6;2;0;4;1;0;0;0;0;0;22;"-19.9147136949049";"-43.9355623210139";"611410.55";"7797603.9"
"90410";"1505R";"1";"1";"EZEQUIEL DIAS, ALA";"275";41;0;0;0;0;0;0;7;1;0;1;0;0;5;1;3;4;0;4;4;4;0;0;0;0;34;"-19.9241793905406";"-43.9316948797215";"611808.72";"7796553.72"
"91204";"1505R";"1";"1";"DOS ANDRADAS, AVE";"646";36;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;3;1;0;4;0;1;0;0;0;13;"-19.9208696315015";"-43.9347768868043";"611488.45";"7796922.08"
"20227";"1509";"7";"1";"DOUTOR BENEDITO XAVIER, RUA";"1616";55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;4;"-19.851807630505";"-43.9219796169849";"612876.88";"7804556.89"
"20229";"1509";"7";"1";"DOUTOR BENEDITO XAVIER, RUA";"1700";56;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.8491778589962";"-43.9211354471745";"612967.14";"7804847.37"
"20231";"1509";"7";"1";"DOUTOR BENEDITO XAVIER, RUA";"1900";57;0;0;0;0;0;0;0;2;0;0;0;0;0;1;3;1;0;0;1;3;0;0;0;0;11;"-19.8475042701877";"-43.9200736068226";"613079.52";"7805031.88"
"20235";"1509";"7";"1";"DOUTOR BENEDITO XAVIER, RUA";"2224";58;0;0;0;0;0;0;0;1;3;0;5;2;1;0;0;3;0;0;0;0;0;0;0;0;15;"-19.8456137586378";"-43.918241492356";"613272.72";"7805239.88"
"20393";"1509";"7";"1";"CRISTIANO MACHADO, AVE";"4004";48;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;1;1;0;0;0;0;6;"-19.8736944645083";"-43.9274994801866";"612283.45";"7802138.28"
"20402";"1509";"7";"1";"CRISTIANO MACHADO, AVE";"5550";50;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;8;"-19.86570171420023";"-43.92712335438137";"612328.46";"7803022.62"
"20852";"1509";"7";"1";"JACUI, RUA";"974";34;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;3;1;0;0;0;0;0;0;0;11;"-19.90470755313895";"-43.93214877328868";"611774.89";"7798709.05"
"20854";"1509";"7";"1";"JACUI, RUA";"1238";35;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;5;"-19.9024256669832";"-43.9329702577353";"611690.5";"7798962.14"
"20855";"1509";"7";"1";"JACUI, RUA";"1466";36;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9004376847386";"-43.933683493904";"611617.23";"7799182.63"
"20857";"1509";"7";"1";"JACUI, RUA";"1790";37;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;4;"-19.8976709039431";"-43.9345901996895";"611524.25";"7799489.44"
"20861";"1509";"7";"1";"JACUI, RUA";"2226";39;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2;0;6;"-19.8945250933639";"-43.9362862156062";"611348.9";"7799838.72"
"20863";"1509";"7";"1";"JACUI, RUA";"2490";40;0;0;0;0;1;0;0;0;0;0;2;0;3;0;2;1;1;0;0;0;0;0;3;0;13;"-19.8920321607644";"-43.9362243481292";"611357.12";"7800114.58"
"20864";"1509";"7";"1";"JACUI, RUA";"2700";41;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;4;"-19.8903096500504";"-43.9360643954017";"611375.07";"7800305.11"
"20866";"1509";"7";"1";"JACUI, RUA";"2856";42;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;4;"-19.8883168250256";"-43.9358341348627";"611400.57";"7800525.51"
"20868";"1509";"7";"1";"JACUI, RUA";"3076";43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;0;3;0;0;0;9;"-19.8862888048721";"-43.9357926635617";"611406.33";"7800749.93"
"20870";"1509";"7";"1";"JACUI, RUA";"3398";44;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;"-19.8835855781495";"-43.9348789703848";"611503.88";"7801048.5"
"20873";"1509";"7";"1";"JACUI, RUA";"3832";46;0;0;0;0;0;1;0;0;0;1;3;1;1;0;0;0;3;0;0;0;2;0;0;0;12;"-19.8804589239983";"-43.9318517621456";"611823.01";"7801392.53"
"20875";"1509";"7";"1";"JACUI, RUA";"3910";47;0;0;0;0;0;0;1;0;0;0;3;0;1;3;0;1;0;0;0;1;0;0;0;0;10;"-19.8789312393654";"-43.9303556805437";"611980.72";"7801560.61"
"21082";"1509";"7";"1";"ANTONIO BANDEIRA, RUA";"1004";64;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.8369256807263";"-43.91540384708";"613576.06";"7806199.51"
"21167";"1509";"7";"1";"OLEGARIO MARIANO, RUA";"408";63;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;5;"-19.8391519962655";"-43.9164496964408";"613464.95";"7805953.82"
"21237";"1509";"7";"1";"PITANGUI, RUA";"1448";33;0;0;0;0;0;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"-19.9054312814956";"-43.9340128575419";"611579.25";"7798630.19"
"21866";"1509";"7";"1";"JOSE CONDE, RUA";"70";65;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;3;0;0;0;0;0;8;"-19.8357953363614";"-43.9157922227164";"613536.19";"7806324.87"
"21973";"1509";"7";"1";"PINTOR DEBRET, RUA";"26";66;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;"-19.8347565788233";"-43.915773586253";"613538.88";"7806439.82"
"22037";"1509";"7";"1";"HELIO VIANA, RUA";"168";67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;"-19.8332592003028";"-43.9156107294573";"613557";"7806605.43"
"22162";"1509";"7";"1";"PINTOR AUGUSTO REZENDE, RUA";"145";60;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;6;"-19.8420020418129";"-43.9177200435998";"613329.89";"7805639.25"
"22263";"1509";"7";"1";"EUTALIA ENGRACIA DE ALMEIDA, RUA";"162";68;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;0;0;0;1;0;0;1;0;0;7;"-19.8306452048937";"-43.9161329030226";"613504.17";"7806895.08"
"22265";"1509";"7";"1";"EUTALIA ENGRACIA DE ALMEIDA, RUA";"314";69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"-19.8317855139027";"-43.9174152455362";"613369.06";"7806769.74"
"22334";"1509";"7";"1";"RISOLETA NEVES, AVE";"14";51;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;3;"-19.8630832119582";"-43.9272126083179";"612320.96";"7803312.48"
"22336";"1509";"7";"1";"RISOLETA NEVES, AVE";"668";52;0;0;0;0;0;0;2;2;0;0;3;0;3;3;2;3;0;3;7;1;2;0;0;0;31;"-19.8580808846389";"-43.9239999325037";"612660.89";"7803863.96"
"22338";"1509";"7";"1";"RISOLETA NEVES, AVE";"1030";53;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;5;"-19.8559413897069";"-43.9230503056091";"612761.84";"7804100.11"
"22382";"1509";"7";"1";"RISOLETA NEVES, AVE";"1328";54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;5;"-19.8533893591329";"-43.9218823190646";"612885.95";"7804381.77"
"22554";"1509";"7";"1";"JACUI, RUA";"2060";38;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"-19.8956475842573";"-43.9358928083437";"611389.3";"7799714.23"
"22657";"1509";"7";"1";"ANTONIO BANDEIRA, RUA";"38";59;0;0;0;0;0;0;1;1;1;1;3;1;0;0;0;1;0;1;0;0;0;1;0;0;11;"-19.8436446993152";"-43.9176427366477";"613336.82";"7805457.4"
"22755";"1509";"7";"1";"CRISTIANO MACHADO, AVE";"5100";49;0;0;0;0;0;0;0;0;3;1;1;4;3;0;3;0;0;0;3;6;0;5;2;0;31;"-19.8681610753608";"-43.9280280720521";"612232";"7802751.04"
"30056";"1509";"7";"1";"AMAZONAS, AVE";"3155";25;0;0;0;0;0;0;2;2;0;1;0;4;0;0;0;8;0;0;0;0;0;0;0;0;17;"-19.93060348964685";"-43.96193543834514";"608639.08";"7795862.58"
"30060";"1509";"7";"1";"AMAZONAS, AVE";"3311";24;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;"-19.93092487783263";"-43.96354392113846";"608470.51";"7795828.05"
"30076";"1509";"7";"1";"AMAZONAS, AVE";"5155";21;0;0;0;0;0;2;4;2;4;1;8;3;3;3;3;10;0;1;1;1;0;4;0;0;50;"-19.92969075846611";"-43.97735691605234";"607025.62";"7795973.49"
"30080";"1509";"7";"1";"AMAZONAS, AVE";"5455";20;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.93062969487397";"-43.98151802693357";"606589.47";"7795872.22"
"30388";"1509";"7";"1";"DELFIM VIEIRA COELHO, RUA";"318";4;0;0;0;0;0;0;2;0;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;8;"-19.9280114304238";"-44.0114210609718";"603461.42";"7796180.68"
"30466";"1509";"7";"1";"VEREADOR CICERO ILDEFONSO, AVE";"225";16;0;0;0;0;0;0;0;2;1;1;6;3;1;0;0;0;0;0;0;0;0;0;0;0;14;"-19.9285304265002";"-43.9949529249425";"605184.71";"7796113.01"
"30469";"1509";"7";"1";"VEREADOR CICERO ILDEFONSO, AVE";"471";15;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;5;"-19.9266746942274";"-43.9969560430207";"604976.28";"7796319.65"
"30471";"1509";"7";"1";"VEREADOR CICERO ILDEFONSO, AVE";"639";14;0;0;0;0;1;0;6;1;3;3;1;0;3;0;2;0;0;0;0;0;3;0;0;0;23;"-19.9256172207521";"-43.998842973246";"604779.48";"7796437.86"
"30472";"1509";"7";"1";"VEREADOR CICERO ILDEFONSO, AVE";"1475";10;0;0;0;0;1;0;0;4;0;0;5;0;0;1;0;1;0;0;0;3;0;0;0;0;15;"-19.9271506696001";"-44.0077209784872";"603849.25";"7796273.66"
"30619";"1509";"7";"1";"SEBASTIAO FERNANDES BRANDAO, RUA";"230";5;0;0;0;0;0;0;2;0;3;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;12;"-19.9277086467416";"-44.0128849454028";"603308.4";"7796215.09"
"30632";"1509";"7";"1";"FREI CONCEICAO VELOSO, RUA";"755";13;0;0;0;0;0;1;4;1;6;3;3;4;0;0;0;3;0;1;0;0;0;0;0;0;26;"-19.9265671678728";"-44.0025274049318";"604393.22";"7796335.02"
"30633";"1509";"7";"1";"FREI CONCEICAO VELOSO, RUA";"879";12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"-19.9256841930838";"-44.0038640324383";"604253.9";"7796433.57"
"30739";"1509";"7";"1";"EVANGELINA PRATES, RUA";"21";8;0;0;0;0;0;1;1;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;7;"-19.9282892635467";"-44.0100383476867";"603605.96";"7796149.08"
"30740";"1509";"7";"1";"EVANGELINA PRATES, RUA";"127";7;0;0;0;0;1;0;3;3;4;1;4;3;3;0;0;1;0;1;1;0;0;0;0;0;25;"-19.9288342003863";"-44.0110431321916";"603500.44";"7796089.38"
"31175";"1509";"7";"1";"MARGARIDA ASSIS FONSECA, RUA";"3";9;0;0;0;0;0;0;0;2;1;3;3;1;0;0;0;0;0;0;0;1;0;0;0;0;11;"-19.9287546222663";"-44.0094740345551";"603664.72";"7796097.22"
"31438";"1509";"7";"1";"ADORINO FERREIRA, RUA";"37";2;0;0;0;0;0;0;3;0;6;0;4;1;0;1;0;1;0;0;0;0;0;0;0;0;16;"-19.9260039080632";"-44.011931701308";"603409.28";"7796403.17"
"31513";"1509";"7";"1";"PRESIDENTE JUSCELINO KUBITSCHEK, ROD";"1";11;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;7;"-19.9262594768413";"-44.0086604660441";"603751.5";"7796372.87"
"31553";"1509";"7";"1";"NEVADA, RUA";"97";6;0;0;0;0;1;2;4;5;5;5;3;0;3;0;0;3;0;1;0;0;0;0;0;0;32;"-19.9284860008853";"-44.012626354375";"603334.96";"7796128.9"
"31554";"1509";"7";"1";"JOAO AVELINO PEREIRA, RUA";"226";1;0;0;0;0;4;1;4;5;3;3;0;6;0;0;3;0;0;3;6;0;0;0;0;0;38;"-19.9258853939569";"-44.0130602165149";"603291.24";"7796416.98"
"31579";"1509";"7";"1";"CONDE PEREIRA CARNEIRO, RUA";"81";19;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;3;1;0;0;1;0;0;0;0;9;"-19.9308417732926";"-43.985778548917";"606143.41";"7795851.44"
"31581";"1509";"7";"1";"CONDE PEREIRA CARNEIRO, RUA";"201";18;0;0;0;0;1;2;13;1;1;0;0;2;3;0;2;3;0;4;7;4;0;0;2;0;45;"-19.9285160343937";"-43.9865785616792";"606061.23";"7796109.34"
"32067";"1509";"7";"1";"PRESIDENTE JUSCELINO KUBITSCHEK, AVE";"2855";17;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;7;"-19.9268179604276";"-43.9874351252114";"605972.71";"7796297.81"
"90097";"1509";"7";"1";"AMAZONAS, AVE";"471";31;0;0;0;0;0;5;8;2;4;3;14;10;20;7;6;14;7;18;7;7;5;6;6;0;149;"-19.91957187846217";"-43.93921412954635";"611024.9";"7797068.64"
"90107";"1509";"7";"1";"AMAZONAS, AVE";"885";30;0;0;0;0;1;2;3;2;3;6;16;18;19;7;3;19;4;7;12;15;3;6;4;0;150;"-19.9213312325795";"-43.94237490792178";"610692.83";"7796876.01"
"90112";"1509";"7";"1";"AMAZONAS, AVE";"1695";29;0;0;0;0;0;0;9;3;3;0;7;7;7;0;2;6;0;3;1;4;5;1;2;0;60;"-19.9250573520471";"-43.94905214928188";"609991.34";"7796468.01"
"90116";"1509";"7";"1";"AMAZONAS, AVE";"2049";28;0;0;0;0;0;0;2;2;1;0;3;4;7;4;3;8;0;4;4;0;0;0;0;0;42;"-19.92671542289017";"-43.95201241739515";"609680.35";"7796286.44"
"91029";"1509";"7";"1";"ESPIRITO SANTO, RUA";"285";32;0;0;0;0;0;0;0;2;0;1;3;7;1;6;2;2;3;0;6;4;0;0;3;0;40;"-19.91719170864469";"-43.93666957221556";"611292.91";"7797330.38"
"91223";"1509";"7";"1";"AMAZONAS, AVE";"2481";27;0;0;0;0;0;0;2;1;0;1;3;3;5;4;2;8;3;3;1;4;0;0;3;0;43;"-19.9287767782144";"-43.95564605927242";"609298.61";"7796060.67"
"10621";"1509";"7";"2";"JACUI, RUA";"2419";36;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;8;"-19.892204974231";"-43.9363238720997";"611346.58";"7800095.52"
"20106";"1509";"7";"2";"EMILIO CARDOSO AIRES, RUA";"235";14;0;0;0;0;1;0;3;2;1;0;2;0;0;0;0;0;3;1;0;5;0;0;0;0;18;"-19.8391741853652";"-43.9177681377061";"613326.86";"7805952.25"
"20206";"1509";"7";"2";"CACILDA BECKER, RUA";"19";1;0;0;0;0;1;5;2;8;7;0;6;0;3;0;3;0;0;0;0;0;0;0;0;0;35;"-19.8365310447719";"-43.9182828591033";"613274.83";"7806245.12"
"20225";"1509";"7";"2";"DOUTOR BENEDITO XAVIER, RUA";"1231";25;0;0;0;0;1;0;1;3;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;9;"-19.8549026981652";"-43.9230873009257";"612758.7";"7804215.09"
"20226";"1509";"7";"2";"DOUTOR BENEDITO XAVIER, RUA";"1479";24;0;0;0;0;1;0;6;1;0;1;0;0;0;0;5;0;3;1;0;0;0;0;0;0;18;"-19.8533652933828";"-43.9225797013508";"612812.94";"7804384.9"
"20228";"1509";"7";"2";"DOUTOR BENEDITO XAVIER, RUA";"1619";23;0;0;0;0;0;0;2;2;0;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;9;"-19.8519499968286";"-43.9221083385695";"612863.3";"7804541.22"
"20230";"1509";"7";"2";"DOUTOR BENEDITO XAVIER, RUA";"1701";22;0;0;0;0;0;0;2;0;3;0;0;0;1;2;0;0;1;0;0;0;0;0;1;0;10;"-19.8491846258314";"-43.9212682335209";"612953.23";"7804846.71"
"20232";"1509";"7";"2";"DOUTOR BENEDITO XAVIER, RUA";"1987";21;0;0;0;0;5;0;6;0;4;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;19;"-19.8474796196362";"-43.9202405041525";"613062.06";"7805034.72"
